sampling_measure,R,Theta_1,Theta_2,Phi,V_reference,V_candidate,absolute_disagreement,normalized_disagreement,gradient_disagreement_cm1_per_rad,reference_high_candidate_below_warning,reference_above_1000_candidate_below_1000,selection_reason
solid-angle,4.7999999999999998,164.49162899883046,90.580236043795551,172.26395448099822,21895.772279436311,21895.77754575761,0.0052663212991319597,2.405177233267945e-05,90.252119764349715,False,False,largest gradient disagreement
solid-angle,5,89.846467090969469,84.765236524021887,149.80729617577046,-76.867696531051649,-77.296507759084406,0.42881122803275673,0.42881122803275673,1.7239484571664676,False,False,largest normalized disagreement
solid-angle,5,88.386682654457118,83.478414411361328,44.432712185829878,-34.093320963915957,-34.542611264204915,0.44929030028895767,0.44929030028895767,1.9664706502749112,False,False,largest normalized disagreement
solid-angle,5,88.332923693233667,99.724484038602697,141.0382477293536,-39.677340060451847,-40.145492690084637,0.46815262963279025,0.46815262963279025,0.98922614159623568,False,False,largest normalized disagreement
solid-angle,5,91.319939977040605,99.563856746423397,40.232575543262058,-38.461074910001379,-38.93008924545429,0.46901433545291127,0.46901433545291127,0.58685461730152433,False,False,largest normalized disagreement
solid-angle,5,91.261771168521989,83.522763830601122,145.23958694435657,-60.554108208867611,-61.039475533405913,0.48536732453830211,0.48536732453830211,0.72339540869178542,False,False,largest normalized disagreement
solid-angle,5,160.21488620849405,41.188235912328317,5.1339747279882433,15852.838554334263,15850.143925852899,2.6946284813639068,0.016997766501742232,17.778614454582762,False,False,largest absolute disagreement
solid-angle,5,159.24174077466208,137.4773949927266,173.03039163742216,15198.031457639714,15195.057788870137,2.9736687695767614,0.019566144325105762,10.618154633810891,False,False,largest absolute disagreement
solid-angle,5,173.89718945533289,19.856756799982016,64.314351724237213,23611.074717881489,23614.085494582876,3.0107767013869307,0.01275154450765752,39.118525528479751,False,False,largest absolute disagreement
solid-angle,5,22.33987574303524,137.37743437504275,5.7810646007582545,14249.099062920943,14246.027806306018,3.0712566149250051,0.021554040724701257,8.1634043592331214,False,False,largest absolute disagreement
solid-angle,5,5.7907223565212895,166.04122746435431,110.57264237757772,23817.678942774637,23821.522540019978,3.8435972453407885,0.016137581057228866,46.132609548473539,False,False,largest absolute disagreement; largest gradient disagreement
solid-angle,5,164.66998215560903,78.096555916598177,1.9806966300308708,16097.920783742324,16097.960178443016,0.0393947006923554,0.00024471918592207912,40.392516034564721,False,False,largest gradient disagreement
solid-angle,5,14.271748430437823,85.725417384198124,4.1753063343465335,16082.021156228855,16080.789930555813,1.2312256730419904,0.0076559137752726719,40.510442438410188,False,False,largest gradient disagreement
solid-angle,5,16.696826052858849,90.743844351220744,3.3903616416826843,15060.24625914941,15060.980749063756,0.73448991434634081,0.0048770113164658454,42.555823745510978,False,False,largest gradient disagreement
solid-angle,5,164.49162899883046,90.580236043795551,172.26395448099822,15612.909638745454,15612.637923416925,0.27171532852844393,0.0017403247364869594,46.137564950505521,False,False,largest gradient disagreement
solid-angle,5.7999999999999998,64.703773743078827,155.77629931944264,2.0976861155033109,67.363240070238049,67.119683281991158,0.24355678824689164,0.24355678824689164,0.67578654708643104,False,False,largest normalized disagreement
solid-angle,5.7999999999999998,63.768588571473877,152.73888533834503,14.569993637390436,68.82867256130433,68.584211305633985,0.24446125567034471,0.24446125567034471,0.31683174766471289,False,False,largest normalized disagreement
solid-angle,5.7999999999999998,115.64580835831498,154.81490762236069,170.75182119660082,68.551186955963757,68.305189723933651,0.24599723203010626,0.24599723203010626,0.39648560131871657,False,False,largest normalized disagreement
solid-angle,5.7999999999999998,64.648174837859301,29.338424200015336,172.14525984551759,43.719555217073733,43.464608586719258,0.25494663035447473,0.25494663035447473,0.398162477874766,False,False,largest normalized disagreement
solid-angle,5.7999999999999998,115.71421863129295,29.923435572711405,3.4919847007468343,44.940216069841043,44.681537303860964,0.25867876598007911,0.25867876598007911,0.16977198361372586,False,False,largest normalized disagreement
